return_id,order_id,return_date,return_reason,return_quantity,refund_amount
RET-002842,ORD-0040330,2023-04-10,Other,1,15911.1
RET-002843,ORD-0040334,2024-04-20,Changed Mind,1,1376.55
RET-002844,ORD-0040335,2023-12-08,Wrong Product,1,7415.2
RET-002845,ORD-0040336,2023-09-22,Size Issue,1,483.65
RET-002846,ORD-0040346,2024-10-26,Size Issue,1,2406.75
RET-002847,ORD-0040381,2023-09-07,Size Issue,1,649.0
RET-002848,ORD-0040410,2024-03-23,Late Delivery,1,5150.15
RET-002849,ORD-0040432,2023-06-18,Size Issue,1,1399.0
RET-002850,ORD-0040479,2024-08-26,Size Issue,1,1736.1
RET-002851,ORD-0040506,2023-10-07,Late Delivery,1,644.25
RET-002852,ORD-0040508,2023-01-14,Changed Mind,1,727.2
RET-002853,ORD-0040526,2023-08-01,Quality Issue,2,4758.0
RET-002854,ORD-0040535,2024-10-08,Late Delivery,1,772.65
RET-002855,ORD-0040552,2023-05-24,Damaged Product,2,123678.0
RET-002856,ORD-0040553,2022-06-21,Changed Mind,1,404.1
RET-002857,ORD-0040566,2024-10-24,Quality Issue,1,534.65
RET-002858,ORD-0040572,2022-10-05,Quality Issue,1,567.2
RET-002859,ORD-0040590,2024-07-03,Changed Mind,1,920.55
RET-002860,ORD-0040593,2023-11-04,Size Issue,1,2959.2
RET-002861,ORD-0040603,2024-04-12,Late Delivery,1,3005.1
RET-002862,ORD-0040615,2023-09-20,Quality Issue,1,4639.0
RET-002863,ORD-0040624,2024-12-10,Late Delivery,1,1079.1
RET-002864,ORD-0040647,2022-11-04,Damaged Product,1,311.2
RET-002865,ORD-0040669,2023-12-23,Wrong Product,1,721.05
RET-002866,ORD-0040701,2024-02-03,Damaged Product,1,1079.0
RET-002867,ORD-0040716,2023-06-27,Quality Issue,1,309.0
RET-002868,ORD-0040727,2023-06-02,Quality Issue,1,2780.1
RET-002869,ORD-0040743,2024-11-23,Damaged Product,2,1042.2
RET-002870,ORD-0040780,2024-04-07,Damaged Product,1,926.1
RET-002871,ORD-0040816,2024-06-01,Damaged Product,2,10674.3
RET-002872,ORD-0040834,2023-12-02,Wrong Product,1,866.15
RET-002873,ORD-0040844,2023-05-09,Quality Issue,1,879.0
RET-002874,ORD-0040848,2024-04-03,Quality Issue,1,227.05
RET-002875,ORD-0040859,2024-10-30,Quality Issue,1,619.65
RET-002876,ORD-0040860,2023-08-12,Damaged Product,1,849.0
RET-002877,ORD-0040865,2023-10-14,Size Issue,1,485.1
RET-002878,ORD-0040877,2022-11-27,Size Issue,1,699.0
RET-002879,ORD-0040879,2024-05-18,Other,2,2818.0
RET-002880,ORD-0040907,2023-08-27,Quality Issue,2,2338.0
RET-002881,ORD-0040923,2024-12-03,Wrong Product,1,391.2
RET-002882,ORD-0040952,2023-09-18,Wrong Product,1,549.0
RET-002883,ORD-0040970,2024-09-08,Quality Issue,2,1398.0
RET-002884,ORD-0040974,2023-06-30,Size Issue,1,493.05
RET-002885,ORD-0040975,2023-05-11,Damaged Product,1,1699.0
RET-002886,ORD-0040984,2024-04-05,Size Issue,2,5850.1
RET-002887,ORD-0041002,2023-08-25,Quality Issue,1,1169.0
RET-002888,ORD-0041024,2024-04-13,Damaged Product,1,623.2
RET-002889,ORD-0041030,2023-10-09,Wrong Product,3,885.6
RET-002890,ORD-0041032,2023-08-08,Size Issue,1,499.0
RET-002891,ORD-0041042,2023-06-08,Wrong Product,1,20015.1
RET-002892,ORD-0041044,2022-10-02,Other,1,3989.05
RET-002893,ORD-0041065,2023-05-04,Size Issue,2,1222.2
RET-002894,ORD-0041079,2023-07-01,Size Issue,1,7059.0
RET-002895,ORD-0041088,2024-04-18,Quality Issue,1,569.0
RET-002896,ORD-0041090,2023-06-21,Changed Mind,1,1376.55
RET-002897,ORD-0041102,2023-06-06,Size Issue,1,540.55
RET-002898,ORD-0041110,2024-12-02,Damaged Product,1,4349.0
RET-002899,ORD-0041120,2024-05-18,Size Issue,1,1736.1
RET-002900,ORD-0041159,2024-03-26,Damaged Product,1,150.0
RET-002901,ORD-0041170,2024-05-05,Wrong Product,3,3559.65
RET-002902,ORD-0041176,2024-11-14,Size Issue,1,479.25
RET-002903,ORD-0041200,2023-12-06,Size Issue,2,7338.0
RET-002904,ORD-0041203,2024-06-30,Size Issue,1,863.1
RET-002905,ORD-0041225,2024-06-17,Damaged Product,1,3019.0
RET-002906,ORD-0041232,2023-03-05,Size Issue,1,1860.65
RET-002907,ORD-0041244,2023-12-29,Damaged Product,1,3343.05
RET-002908,ORD-0041254,2024-09-08,Size Issue,1,239.0
RET-002909,ORD-0041261,2022-06-24,Late Delivery,1,1009.0
RET-002910,ORD-0041287,2022-03-13,Size Issue,1,2259.0
RET-002911,ORD-0041293,2022-06-14,Quality Issue,1,2979.0
RET-002912,ORD-0041317,2023-06-29,Quality Issue,1,1671.05
RET-002913,ORD-0041340,2024-02-18,Quality Issue,4,828.8
RET-002914,ORD-0041415,2023-04-07,Size Issue,2,2518.0
RET-002915,ORD-0041436,2024-10-14,Damaged Product,1,689.25
RET-002916,ORD-0041449,2023-09-13,Size Issue,2,1278.0
RET-002917,ORD-0041462,2024-01-13,Size Issue,1,873.05
RET-002918,ORD-0041478,2024-04-17,Quality Issue,1,1369.0
RET-002919,ORD-0041497,2023-04-08,Wrong Product,1,6706.05
RET-002920,ORD-0041501,2022-08-13,Damaged Product,3,1857.0
RET-002921,ORD-0041513,2023-09-15,Size Issue,1,502.55
RET-002922,ORD-0041533,2023-07-12,Size Issue,1,2129.0
RET-002923,ORD-0041536,2024-04-01,Size Issue,1,619.0
RET-002924,ORD-0041550,2023-10-01,Wrong Product,1,459.0
RET-002925,ORD-0041566,2024-12-05,Quality Issue,1,19358.1
RET-002926,ORD-0041581,2023-10-21,Quality Issue,1,859.0
RET-002927,ORD-0041598,2024-12-29,Wrong Product,1,2229.0
RET-002928,ORD-0041620,2023-05-20,Quality Issue,1,664.05
RET-002929,ORD-0041651,2023-08-11,Other,1,262.65
RET-002930,ORD-0041655,2023-10-15,Size Issue,1,415.2
RET-002931,ORD-0041670,2024-01-26,Other,1,339.15
RET-002932,ORD-0041682,2022-11-07,Late Delivery,1,730.15
RET-002933,ORD-0041687,2024-06-30,Size Issue,1,551.65
RET-002934,ORD-0041700,2024-05-03,Wrong Product,3,3804.3
RET-002935,ORD-0041727,2024-12-02,Size Issue,1,1615.2
RET-002936,ORD-0041744,2023-06-30,Size Issue,1,2276.1
RET-002937,ORD-0041753,2024-11-06,Quality Issue,1,2218.3
RET-002938,ORD-0041755,2023-06-07,Damaged Product,1,1559.0
RET-002939,ORD-0041769,2024-01-09,Wrong Product,3,3897.0
RET-002940,ORD-0041779,2024-11-18,Wrong Product,1,449.1
RET-002941,ORD-0041784,2022-08-15,Size Issue,1,919.0
RET-002942,ORD-0041793,2023-05-23,Other,1,459.0
RET-002943,ORD-0041807,2024-10-13,Quality Issue,1,279.3
RET-002944,ORD-0041855,2024-03-08,Late Delivery,1,3058.05
RET-002945,ORD-0041858,2023-12-26,Size Issue,1,503.2
RET-002946,ORD-0041870,2024-12-01,Size Issue,1,1027.65
RET-002947,ORD-0041881,2024-05-13,Size Issue,4,2580.2
RET-002948,ORD-0041888,2024-02-14,Damaged Product,1,1169.1
RET-002949,ORD-0041892,2024-03-01,Size Issue,1,526.15
RET-002950,ORD-0041900,2022-06-12,Quality Issue,1,1109.0
RET-002951,ORD-0041914,2023-11-16,Quality Issue,1,3866.65
RET-002952,ORD-0041919,2022-10-31,Wrong Product,1,72.0
RET-002953,ORD-0041930,2024-04-01,Wrong Product,1,150.0
RET-002954,ORD-0041961,2024-01-23,Damaged Product,1,1869.0
RET-002955,ORD-0042028,2024-07-17,Quality Issue,1,797.05
RET-002956,ORD-0042030,2023-07-18,Quality Issue,1,616.55
RET-002957,ORD-0042033,2023-05-26,Late Delivery,1,4939.0
RET-002958,ORD-0042046,2024-05-15,Quality Issue,1,569.0
RET-002959,ORD-0042085,2024-06-12,Size Issue,2,2430.1
RET-002960,ORD-0042098,2023-05-14,Late Delivery,1,869.0
RET-002961,ORD-0042099,2023-12-12,Size Issue,1,1349.1
RET-002962,ORD-0042118,2023-03-03,Damaged Product,1,602.1
RET-002963,ORD-0042154,2024-10-19,Changed Mind,1,426.3
RET-002964,ORD-0042218,2023-10-07,Damaged Product,1,647.1
RET-002965,ORD-0042222,2023-08-16,Changed Mind,2,3918.0
RET-002966,ORD-0042235,2024-03-03,Wrong Product,4,4784.4
RET-002967,ORD-0042240,2023-11-18,Size Issue,1,3809.0
RET-002968,ORD-0042247,2023-02-25,Changed Mind,1,2317.05
RET-002969,ORD-0042251,2023-02-22,Changed Mind,1,1019.0
RET-002970,ORD-0042257,2024-08-13,Late Delivery,1,611.1
RET-002971,ORD-0042262,2024-06-11,Late Delivery,1,654.55
RET-002972,ORD-0042265,2024-04-18,Changed Mind,1,3399.0
RET-002973,ORD-0042266,2024-04-24,Quality Issue,2,430.4
RET-002974,ORD-0042302,2024-06-03,Size Issue,1,1756.55
RET-002975,ORD-0042340,2024-06-17,Size Issue,1,569.0
RET-002976,ORD-0042341,2023-11-28,Quality Issue,1,299.0
RET-002977,ORD-0042458,2024-01-28,Wrong Product,1,1249.0
RET-002978,ORD-0042463,2024-04-21,Wrong Product,1,227.05
RET-002979,ORD-0042464,2024-10-28,Changed Mind,2,542.3
RET-002980,ORD-0042466,2024-12-28,Damaged Product,1,585.65
RET-002981,ORD-0042476,2023-09-02,Late Delivery,1,797.05
RET-002982,ORD-0042477,2023-09-03,Quality Issue,1,19968.05
RET-002983,ORD-0042487,2023-10-17,Damaged Product,1,233.1
RET-002984,ORD-0042505,2024-03-21,Damaged Product,3,852.15
RET-002985,ORD-0042510,2024-07-21,Size Issue,1,869.0
RET-002986,ORD-0042594,2024-07-21,Changed Mind,1,679.0
RET-002987,ORD-0042648,2023-09-02,Damaged Product,1,823.2
RET-002988,ORD-0042655,2022-07-28,Damaged Product,1,1234.05
RET-002989,ORD-0042687,2023-10-07,Size Issue,1,2849.25
RET-002990,ORD-0042710,2024-02-20,Size Issue,1,1079.0
RET-002991,ORD-0042728,2022-11-21,Size Issue,1,246.75
RET-002992,ORD-0042730,2024-08-25,Late Delivery,1,551.2
RET-002993,ORD-0042732,2022-03-27,Quality Issue,1,849.0
RET-002994,ORD-0042750,2022-08-16,Damaged Product,1,279.0
RET-002995,ORD-0042752,2023-11-18,Damaged Product,1,99.0
RET-002996,ORD-0042755,2024-07-14,Quality Issue,1,84.15
RET-002997,ORD-0042760,2022-02-06,Quality Issue,1,309.0
RET-002998,ORD-0042775,2023-05-26,Other,1,369.0
RET-002999,ORD-0042788,2024-07-30,Size Issue,1,2431.05
RET-003000,ORD-0042797,2023-09-18,Changed Mind,2,718.0
RET-003001,ORD-0042852,2023-10-13,Late Delivery,1,746.1
RET-003002,ORD-0042862,2024-02-12,Quality Issue,1,379.05
RET-003003,ORD-0042874,2024-12-07,Damaged Product,1,179.0
RET-003004,ORD-0042886,2023-07-16,Quality Issue,1,1569.0
RET-003005,ORD-0042901,2023-10-14,Damaged Product,1,1894.65
RET-003006,ORD-0042920,2022-11-12,Size Issue,1,649.0
RET-003007,ORD-0042930,2023-08-14,Wrong Product,1,18079.0
RET-003008,ORD-0042931,2022-10-20,Changed Mind,1,3968.1
RET-003009,ORD-0042986,2023-10-11,Wrong Product,2,18394.2
RET-003010,ORD-0043002,2023-10-01,Quality Issue,1,5879.0
RET-003011,ORD-0043016,2023-11-08,Quality Issue,2,2128.5
RET-003012,ORD-0043019,2023-10-25,Wrong Product,1,2649.0
RET-003013,ORD-0043031,2022-09-25,Wrong Product,1,4899.0
RET-003014,ORD-0043047,2023-11-25,Quality Issue,1,2127.2
RET-003015,ORD-0043056,2023-11-02,Changed Mind,1,319.2
RET-003016,ORD-0043059,2022-02-02,Damaged Product,1,911.05
RET-003017,ORD-0043095,2022-11-21,Size Issue,1,1605.65
RET-003018,ORD-0043106,2024-11-17,Quality Issue,1,381.65
RET-003019,ORD-0043140,2024-05-22,Damaged Product,1,94.05
RET-003020,ORD-0043163,2024-10-06,Quality Issue,1,526.15
RET-003021,ORD-0043186,2024-08-31,Damaged Product,1,66.5
RET-003022,ORD-0043193,2024-10-03,Damaged Product,2,2230.2
RET-003023,ORD-0043196,2022-04-11,Late Delivery,1,3140.1
RET-003024,ORD-0043217,2025-01-01,Size Issue,2,6798.0
RET-003025,ORD-0043238,2024-04-11,Quality Issue,1,309.0
RET-003026,ORD-0043249,2024-05-20,Quality Issue,2,818.0
RET-003027,ORD-0043272,2022-07-07,Quality Issue,1,971.1
RET-003028,ORD-0043274,2023-10-24,Late Delivery,2,3143.3
RET-003029,ORD-0043281,2022-09-07,Size Issue,2,2038.0
RET-003030,ORD-0043284,2024-08-22,Size Issue,1,3099.0
RET-003031,ORD-0043297,2023-07-12,Damaged Product,1,1079.1
RET-003032,ORD-0043311,2023-03-20,Quality Issue,1,775.2
RET-003033,ORD-0043317,2024-12-01,Size Issue,2,3118.4
RET-003034,ORD-0043335,2025-01-04,Wrong Product,3,8547.0
RET-003035,ORD-0043351,2024-12-17,Size Issue,1,1209.0
RET-003036,ORD-0043386,2024-12-21,Quality Issue,1,3079.0
RET-003037,ORD-0043392,2024-07-29,Damaged Product,1,407.2
RET-003038,ORD-0043402,2024-12-06,Quality Issue,1,1009.0
RET-003039,ORD-0043405,2023-11-01,Damaged Product,1,464.25
RET-003040,ORD-0043411,2023-04-10,Quality Issue,2,898.0
RET-003041,ORD-0043440,2023-07-15,Wrong Product,1,584.1
RET-003042,ORD-0043444,2022-10-22,Late Delivery,1,1466.1
RET-003043,ORD-0043445,2022-10-11,Changed Mind,1,594.15
RET-003044,ORD-0043449,2024-11-12,Quality Issue,1,279.65
RET-003045,ORD-0043462,2024-05-21,Changed Mind,2,218.0
RET-003046,ORD-0043480,2023-05-14,Quality Issue,1,426.55
RET-003047,ORD-0043494,2024-05-10,Wrong Product,4,8204.2
RET-003048,ORD-0043502,2024-11-08,Damaged Product,1,339.15
RET-003049,ORD-0043508,2024-01-16,Changed Mind,1,549.0
RET-003050,ORD-0043543,2024-01-11,Changed Mind,1,331.55
RET-003051,ORD-0043557,2023-10-30,Changed Mind,1,602.65
RET-003052,ORD-0043566,2024-04-02,Damaged Product,2,2878.0
RET-003053,ORD-0043571,2024-10-28,Quality Issue,1,389.0
RET-003054,ORD-0043572,2022-10-25,Changed Mind,1,575.1
RET-003055,ORD-0043574,2023-09-23,Quality Issue,1,521.1
RET-003056,ORD-0043577,2022-06-01,Size Issue,1,415.2
RET-003057,ORD-0043582,2023-02-14,Damaged Product,2,2772.1
RET-003058,ORD-0043584,2024-12-09,Damaged Product,3,2907.0
RET-003059,ORD-0043591,2024-03-20,Changed Mind,1,109.0
RET-003060,ORD-0043636,2024-03-18,Damaged Product,1,2529.0
RET-003061,ORD-0043641,2024-02-08,Wrong Product,1,4009.0
RET-003062,ORD-0043661,2023-11-20,Wrong Product,1,423.2
RET-003063,ORD-0043667,2023-01-01,Changed Mind,1,233.1
RET-003064,ORD-0043670,2024-11-08,Changed Mind,1,551.65
RET-003065,ORD-0043686,2023-08-25,Wrong Product,1,577.15
RET-003066,ORD-0043689,2023-12-30,Size Issue,2,4038.0
RET-003067,ORD-0043724,2023-06-12,Wrong Product,1,669.0
RET-003068,ORD-0043751,2024-10-04,Damaged Product,1,4819.0
RET-003069,ORD-0043754,2024-11-15,Damaged Product,2,4462.4
RET-003070,ORD-0043760,2023-07-28,Changed Mind,1,559.0
RET-003071,ORD-0043762,2022-12-19,Late Delivery,1,1189.0
RET-003072,ORD-0043768,2023-11-27,Quality Issue,1,447.3
RET-003073,ORD-0043789,2024-11-22,Damaged Product,2,20718.0
RET-003074,ORD-0043813,2024-01-25,Quality Issue,1,2402.55
RET-003075,ORD-0043837,2024-06-23,Damaged Product,1,2829.0
RET-003076,ORD-0043850,2024-06-05,Changed Mind,4,4858.6
RET-003077,ORD-0043854,2023-09-07,Changed Mind,1,2222.05
RET-003078,ORD-0043885,2024-02-26,Quality Issue,1,23743.2
RET-003079,ORD-0043900,2023-09-20,Quality Issue,1,2179.0
RET-003080,ORD-0043901,2024-03-12,Quality Issue,1,2440.55
RET-003081,ORD-0043902,2022-11-22,Quality Issue,1,959.0
RET-003082,ORD-0043957,2024-07-07,Size Issue,1,687.2
RET-003083,ORD-0043984,2024-03-21,Changed Mind,1,1059.0
RET-003084,ORD-0043991,2022-10-18,Size Issue,1,2409.0
RET-003085,ORD-0044001,2023-06-02,Changed Mind,1,594.15
RET-003086,ORD-0044012,2024-10-14,Quality Issue,1,687.2
RET-003087,ORD-0044048,2023-11-07,Wrong Product,1,1949.0
RET-003088,ORD-0044074,2024-10-31,Size Issue,1,926.1
RET-003089,ORD-0044103,2024-01-06,Damaged Product,1,160.55
RET-003090,ORD-0044110,2023-11-16,Damaged Product,1,2991.15
RET-003091,ORD-0044113,2024-04-28,Quality Issue,1,2906.05
RET-003092,ORD-0044129,2024-02-20,Size Issue,1,2195.1
RET-003093,ORD-0044130,2023-03-22,Late Delivery,2,1222.2
RET-003094,ORD-0044155,2024-04-08,Size Issue,1,749.0
RET-003095,ORD-0044158,2024-05-26,Quality Issue,1,2339.0
RET-003096,ORD-0044198,2023-10-24,Changed Mind,1,1274.15
RET-003097,ORD-0044222,2024-09-16,Late Delivery,1,1869.0
RET-003098,ORD-0044225,2022-10-25,Other,1,4379.25
RET-003099,ORD-0044228,2024-02-26,Quality Issue,1,3047.2
RET-003100,ORD-0044245,2024-10-04,Damaged Product,1,419.0
RET-003101,ORD-0044247,2023-07-16,Size Issue,1,3424.65
RET-003102,ORD-0044259,2024-03-10,Late Delivery,1,519.0
RET-003103,ORD-0044269,2024-07-19,Size Issue,1,1754.1
RET-003104,ORD-0044270,2024-06-27,Size Issue,1,3079.0
RET-003105,ORD-0044284,2024-10-13,Damaged Product,1,1115.1
RET-003106,ORD-0044316,2024-01-28,Size Issue,1,639.0
RET-003107,ORD-0044330,2024-06-03,Quality Issue,1,3519.0
RET-003108,ORD-0044355,2024-01-28,Size Issue,1,313.65
RET-003109,ORD-0044378,2024-11-16,Late Delivery,1,396.75
RET-003110,ORD-0044379,2024-11-12,Quality Issue,1,254.15
RET-003111,ORD-0044381,2023-10-16,Wrong Product,1,211.65
RET-003112,ORD-0044382,2024-11-12,Other,1,2264.25
RET-003113,ORD-0044404,2024-04-12,Size Issue,1,4419.0
RET-003114,ORD-0044411,2024-06-14,Size Issue,1,854.1
RET-003115,ORD-0044446,2022-12-27,Quality Issue,1,2789.0
RET-003116,ORD-0044448,2022-01-24,Size Issue,1,512.05
RET-003117,ORD-0044453,2024-06-18,Other,1,872.1
RET-003118,ORD-0044454,2024-07-01,Damaged Product,3,4827.0
RET-003119,ORD-0044470,2024-07-19,Other,1,551.2
RET-003120,ORD-0044472,2022-08-14,Quality Issue,1,369.0
RET-003121,ORD-0044497,2024-01-15,Quality Issue,1,1749.0
RET-003122,ORD-0044507,2023-04-18,Damaged Product,1,10519.0
RET-003123,ORD-0044515,2024-05-20,Size Issue,1,1059.0
RET-003124,ORD-0044521,2024-05-31,Size Issue,2,2494.4
RET-003125,ORD-0044529,2023-08-29,Quality Issue,1,526.15
RET-003126,ORD-0044558,2024-01-25,Quality Issue,1,2925.05
RET-003127,ORD-0044569,2022-11-21,Late Delivery,4,5277.0
RET-003128,ORD-0044589,2023-03-27,Changed Mind,2,1347.1
RET-003129,ORD-0044620,2023-09-13,Damaged Product,1,1279.0
RET-003130,ORD-0044624,2024-04-18,Wrong Product,1,585.65
RET-003131,ORD-0044659,2024-08-21,Damaged Product,2,970.2
RET-003132,ORD-0044662,2024-08-13,Size Issue,2,10838.0
RET-003133,ORD-0044666,2023-07-06,Late Delivery,2,1575.1
RET-003134,ORD-0044669,2024-11-16,Damaged Product,1,1358.1
RET-003135,ORD-0044677,2022-05-12,Late Delivery,2,300.0
RET-003136,ORD-0044680,2024-09-20,Wrong Product,1,1215.05
RET-003137,ORD-0044689,2024-05-16,Quality Issue,1,2019.0
RET-003138,ORD-0044709,2024-09-06,Other,1,466.65
RET-003139,ORD-0044793,2022-12-23,Size Issue,1,616.55
RET-003140,ORD-0044811,2024-04-02,Damaged Product,1,14984.1
RET-003141,ORD-0044815,2023-09-01,Damaged Product,1,3178.15
RET-003142,ORD-0044816,2024-08-11,Changed Mind,1,519.0
RET-003143,ORD-0044833,2023-10-07,Damaged Product,1,3229.05
RET-003144,ORD-0044842,2024-04-21,Wrong Product,2,498.0
RET-003145,ORD-0044859,2023-03-11,Quality Issue,1,329.0
RET-003146,ORD-0044860,2023-09-28,Wrong Product,1,809.0
RET-003147,ORD-0044877,2024-10-10,Size Issue,1,919.0
RET-003148,ORD-0044888,2023-10-10,Quality Issue,1,269.0
RET-003149,ORD-0044900,2022-08-05,Quality Issue,1,3144.15
RET-003150,ORD-0044917,2024-11-22,Quality Issue,1,332.1
RET-003151,ORD-0044921,2023-09-17,Size Issue,2,2878.2
RET-003152,ORD-0044931,2024-07-30,Changed Mind,1,4426.05
RET-003153,ORD-0044944,2022-04-20,Size Issue,2,6819.1
RET-003154,ORD-0044948,2024-03-01,Size Issue,1,2379.0
RET-003155,ORD-0044953,2024-10-18,Quality Issue,2,1748.6
RET-003156,ORD-0044954,2024-06-18,Quality Issue,1,512.05
RET-003157,ORD-0044962,2022-11-17,Damaged Product,1,3572.1
RET-003158,ORD-0044994,2022-08-06,Changed Mind,1,1052.1
RET-003159,ORD-0045011,2023-12-28,Damaged Product,1,2649.0
RET-003160,ORD-0045044,2023-11-23,Size Issue,1,519.0
RET-003161,ORD-0045073,2024-08-08,Size Issue,1,3229.05
RET-003162,ORD-0045077,2023-04-17,Size Issue,1,551.65
RET-003163,ORD-0045078,2024-12-28,Size Issue,4,7436.0
RET-003164,ORD-0045093,2023-09-03,Quality Issue,1,874.65
RET-003165,ORD-0045095,2024-11-05,Size Issue,1,381.65
RET-003166,ORD-0045099,2022-03-31,Damaged Product,1,3005.1
RET-003167,ORD-0045111,2024-10-18,Size Issue,1,1364.3
RET-003168,ORD-0045116,2024-04-27,Wrong Product,2,3513.1
RET-003169,ORD-0045118,2024-07-02,Late Delivery,1,287.2
RET-003170,ORD-0045120,2023-11-09,Damaged Product,2,1042.2
RET-003171,ORD-0045121,2024-03-12,Damaged Product,1,2006.1
RET-003172,ORD-0045129,2023-05-11,Quality Issue,1,493.05
RET-003173,ORD-0045138,2024-06-17,Damaged Product,1,4189.65
RET-003174,ORD-0045159,2023-07-13,Quality Issue,1,619.0
RET-003175,ORD-0045161,2024-03-28,Size Issue,1,649.0
RET-003176,ORD-0045162,2023-10-09,Quality Issue,1,3939.0
RET-003177,ORD-0045193,2023-04-02,Late Delivery,1,3827.55
RET-003178,ORD-0045198,2024-09-25,Quality Issue,1,1920.15
RET-003179,ORD-0045224,2024-09-02,Late Delivery,1,1671.05
RET-003180,ORD-0045228,2023-10-17,Quality Issue,1,647.2
RET-003181,ORD-0045254,2024-04-26,Size Issue,1,1199.0
RET-003182,ORD-0045276,2023-11-18,Quality Issue,3,813.45
RET-003183,ORD-0045288,2024-08-19,Size Issue,1,749.0
RET-003184,ORD-0045292,2023-08-11,Damaged Product,1,1759.0
RET-003185,ORD-0045309,2023-11-26,Quality Issue,2,2398.4
RET-003186,ORD-0045313,2023-12-19,Changed Mind,1,278.1
RET-003187,ORD-0045329,2024-04-09,Changed Mind,3,2590.65
RET-003188,ORD-0045331,2024-08-20,Late Delivery,1,367.2
RET-003189,ORD-0045343,2023-10-13,Damaged Product,1,2771.1
RET-003190,ORD-0045345,2024-05-02,Late Delivery,1,839.0
RET-003191,ORD-0045359,2024-02-01,Size Issue,1,1087.15
RET-003192,ORD-0045361,2024-03-17,Wrong Product,1,989.0
RET-003193,ORD-0045368,2023-11-10,Damaged Product,1,313.65
RET-003194,ORD-0045369,2023-06-05,Damaged Product,1,559.55
RET-003195,ORD-0045389,2024-01-28,Size Issue,1,869.0
RET-003196,ORD-0045396,2024-09-10,Changed Mind,1,1279.0
RET-003197,ORD-0045406,2024-04-18,Size Issue,1,2022.55
RET-003198,ORD-0045434,2023-07-16,Changed Mind,1,4131.55
RET-003199,ORD-0045456,2024-06-04,Size Issue,1,4709.0
RET-003200,ORD-0045478,2023-02-10,Size Issue,1,3169.0
RET-003201,ORD-0045482,2023-12-02,Other,1,3079.0
RET-003202,ORD-0045497,2024-09-01,Quality Issue,1,494.1
RET-003203,ORD-0045516,2023-09-03,Size Issue,1,4094.1
RET-003204,ORD-0045523,2024-10-28,Other,1,135.15
RET-003205,ORD-0045547,2024-03-31,Damaged Product,5,15290.25
RET-003206,ORD-0045564,2024-07-21,Size Issue,1,673.55
RET-003207,ORD-0045592,2024-08-26,Changed Mind,2,43018.0
RET-003208,ORD-0045606,2023-01-16,Damaged Product,5,2650.5
RET-003209,ORD-0045624,2024-11-28,Quality Issue,1,135.0
RET-003210,ORD-0045625,2024-10-19,Wrong Product,1,566.1
RET-003211,ORD-0045630,2023-10-08,Quality Issue,1,815.15
RET-003212,ORD-0045636,2024-12-28,Damaged Product,1,1490.55
RET-003213,ORD-0045637,2024-10-19,Damaged Product,1,1700.1
RET-003214,ORD-0045642,2024-03-14,Size Issue,3,3331.65
RET-003215,ORD-0045663,2023-01-16,Wrong Product,1,645.05
RET-003216,ORD-0045683,2024-06-12,Damaged Product,1,20024.1
RET-003217,ORD-0045694,2022-03-03,Quality Issue,1,1749.0
RET-003218,ORD-0045708,2023-11-14,Size Issue,1,228.65
RET-003219,ORD-0045714,2023-03-13,Damaged Product,1,568.65
RET-003220,ORD-0045720,2023-03-11,Quality Issue,1,919.0
RET-003221,ORD-0045730,2023-02-20,Quality Issue,1,1279.0
RET-003222,ORD-0045740,2023-04-17,Size Issue,1,749.0
RET-003223,ORD-0045746,2024-04-05,Quality Issue,1,409.0
RET-003224,ORD-0045810,2023-11-27,Damaged Product,1,2906.1
RET-003225,ORD-0045842,2024-05-19,Other,1,559.2
RET-003226,ORD-0045855,2024-02-13,Quality Issue,1,818.1
RET-003227,ORD-0045903,2024-04-13,Size Issue,1,926.1
RET-003228,ORD-0045915,2024-06-03,Quality Issue,1,1934.1
RET-003229,ORD-0045916,2024-10-23,Size Issue,1,1091.3
RET-003230,ORD-0045930,2022-05-29,Late Delivery,1,559.0
RET-003231,ORD-0045939,2023-03-03,Wrong Product,1,215.1
RET-003232,ORD-0045961,2024-05-09,Wrong Product,1,459.0
RET-003233,ORD-0046026,2023-12-30,Size Issue,1,825.55
RET-003234,ORD-0046046,2023-07-31,Damaged Product,1,3409.0
RET-003235,ORD-0046103,2024-08-16,Damaged Product,1,2811.05
RET-003236,ORD-0046109,2023-08-12,Size Issue,1,529.0
RET-003237,ORD-0046110,2022-07-28,Wrong Product,1,1079.1
RET-003238,ORD-0046114,2023-06-28,Damaged Product,1,349.0
RET-003239,ORD-0046121,2024-02-25,Changed Mind,1,1199.0
RET-003240,ORD-0046144,2023-07-25,Damaged Product,1,839.0
RET-003241,ORD-0046176,2024-11-30,Quality Issue,2,2463.3
RET-003242,ORD-0046178,2023-12-02,Late Delivery,1,327.2
RET-003243,ORD-0046190,2024-08-07,Wrong Product,2,2338.2
RET-003244,ORD-0046192,2024-08-30,Damaged Product,1,4538.15
RET-003245,ORD-0046197,2024-08-31,Size Issue,1,638.1
RET-003246,ORD-0046198,2023-11-29,Quality Issue,1,823.2
RET-003247,ORD-0046213,2024-10-14,Late Delivery,1,1934.1
RET-003248,ORD-0046215,2023-03-21,Quality Issue,1,1394.1
RET-003249,ORD-0046246,2024-03-01,Changed Mind,1,2736.15
RET-003250,ORD-0046247,2024-06-06,Changed Mind,1,1099.0
