product_id,Total_Orders,Total_Quantity,Total_Revenue,Total_Cost,Total_Profit,Returned_Orders,Cancelled_Orders,Profit_Margin_%,Return_Rate_%,Cancellation_Rate_%,product_name,category,subcategory,brand,cost_price,selling_price,supplier,stock_quantity,profit_margin_percentage,Cum_Revenue,Cum_Revenue_Pct,Product_Rank,Cum_Product_Pct,Portfolio_Segment
PROD-0381,134,192,165028.95,95894.4,69134.55,12,7,41.89,8.96,5.22,W Men'S Wear Premium,Fashion,Men'S Wear,W,499.45,909.0,Heritage Weaves,586,45.06,108794696.84999996,80.73,299,54.36,"Niche Gem (Low Rev, High Margin)"
PROD-0181,65,95,164939.25,97637.2,67302.05,4,7,40.8,6.15,10.77,Bajaj Cookware Premium,Home & Kitchen,Cookware,Bajaj,1027.76,1869.0,Urban Living Goods,368,45.01,108959636.09999996,80.85,300,54.55,"Niche Gem (Low Rev, High Margin)"
PROD-0212,59,92,164548.35,118140.88,46407.47,2,2,28.2,3.39,3.39,Cosco Outdoor Gear Ultra,Sports,Outdoor Gear,Cosco,1284.14,1899.0,Olympus Gear,518,32.38,109124184.44999996,80.97,301,54.73,"Lagging (Low Rev, Low Margin)"
PROD-0326,84,114,164194.0,73378.37999999999,90815.62,7,4,55.31,8.33,4.76,Titan Jewelry & Belts Max,Accessories,Jewelry & Belts,Titan,643.67,1549.0,Optima Accessories,196,58.45,109288378.44999996,81.09,302,54.91,"Niche Gem (Low Rev, High Margin)"
PROD-0207,46,64,163746.65,109072.0,54674.65,2,3,33.39,4.35,6.52,Decathlon Cycling Premium,Sports,Cycling,Decathlon,1704.25,2759.0,Action Sports Distribution,46,38.23,109452125.09999996,81.21,303,55.09,"Lagging (Low Rev, Low Margin)"
PROD-0134,166,248,162412.65,74838.95999999999,87573.69,10,9,53.92,6.02,5.42,Mamaearth Men'S Grooming Ultra,Beauty,Men'S Grooming,Mamaearth,301.77,699.0,Divine Botanicals,256,56.83,109614537.74999997,81.33,304,55.27,"Niche Gem (Low Rev, High Margin)"
PROD-0417,120,178,161207.0,72607.98000000001,88599.02,4,14,54.96,3.33,11.67,Biotique Haircare Classic,Beauty,Haircare,Biotique,407.91,989.0,Aura Personal Care,181,58.76,109775744.74999997,81.45,305,55.45,"Niche Gem (Low Rev, High Margin)"
PROD-0119,58,86,160920.9,122252.44,38668.46,0,4,24.03,0.0,6.9,Bajaj Small Appliances Series 5,Home & Kitchen,Small Appliances,Bajaj,1421.54,2009.0,Urban Living Goods,489,29.24,109936665.64999998,81.57,306,55.64,"Lagging (Low Rev, Low Margin)"
PROD-0311,136,180,160680.45,89312.4,71368.05,20,13,44.42,14.71,9.56,Allen Solly Women'S Wear Prime,Fashion,Women'S Wear,Allen Solly,496.18,959.0,Royal Garments Supply,399,48.26,110097346.09999998,81.69,307,55.82,"Niche Gem (Low Rev, High Margin)"
PROD-0192,56,82,160468.55,103405.28,57063.270000000004,5,3,35.56,8.93,5.36,Philips Small Appliances Ultra,Home & Kitchen,Small Appliances,Philips,1261.04,2099.0,Homecraft Distributors,558,39.92,110257814.64999998,81.81,308,56.0,"Niche Gem (Low Rev, High Margin)"
PROD-0441,139,195,160373.95,100959.3,59414.65,3,14,37.05,2.16,10.07,L'Oreal Fragrances Max,Beauty,Fragrances,L'Oreal,517.74,869.0,Divine Botanicals,531,40.42,110418188.59999998,81.93,309,56.18,"Niche Gem (Low Rev, High Margin)"
PROD-0249,119,171,160288.7,70636.68,89652.02,19,10,55.93,15.97,8.4,Biba Kids Wear Max,Fashion,Kids Wear,Biba,413.08,1019.0,Vibrant Textiles Corp,477,59.46,110578477.29999998,82.05,310,56.36,"Niche Gem (Low Rev, High Margin)"
PROD-0313,47,60,159979.95,115787.4,44192.55,4,2,27.62,8.51,4.26,Bombay Dyeing Bedding & Linen Pro,Home & Kitchen,Bedding & Linen,Bombay Dyeing,1929.79,2829.0,Sterling Kitchenware,349,31.79,110738457.24999999,82.17,311,56.55,"Lagging (Low Rev, Low Margin)"
PROD-0399,118,157,159799.9,76870.34,82929.56,18,8,51.9,15.25,6.78,W Footwear Prime,Fashion,Footwear,W,489.62,1079.0,Vibrant Textiles Corp,444,54.62,110898257.14999999,82.29,312,56.73,"Niche Gem (Low Rev, High Margin)"
PROD-0262,144,214,158904.6,77378.12,81526.48,5,6,51.31,3.47,4.17,The Derma Co Skincare Pro,Beauty,Skincare,The Derma Co,361.58,789.0,Aura Personal Care,521,54.17,111057161.74999999,82.4,313,56.91,"Niche Gem (Low Rev, High Margin)"
PROD-0021,100,144,158752.35,90564.48,68187.87,8,6,42.95,8.0,6.0,Spaces Storage & Org Premium,Home & Kitchen,Storage & Org,Spaces,628.92,1179.0,Homecraft Distributors,574,46.66,111215914.09999998,82.52,314,57.09,"Niche Gem (Low Rev, High Margin)"
PROD-0333,124,163,158395.55,86973.54000000001,71422.01,5,8,45.09,4.03,6.45,Nykaa Fragrances Prime,Beauty,Fragrances,Nykaa,533.58,1039.0,Divine Botanicals,284,48.64,111374309.64999998,82.64,315,57.27,"Niche Gem (Low Rev, High Margin)"
PROD-0296,145,201,158235.4,137266.91999999998,20968.48,14,12,13.25,9.66,8.28,Dell Cameras Series 5,Electronics,Cameras,Dell,682.92,839.0,Metro Gadget Hub,269,18.6,111532545.04999998,82.76,316,57.45,"Lagging (Low Rev, Low Margin)"
PROD-0069,75,114,157769.75,88957.62,68812.13,4,6,43.62,5.33,8.0,Spaces Home Decor Premium,Home & Kitchen,Home Decor,Spaces,780.33,1499.0,Homecraft Distributors,190,47.94,111690314.79999998,82.87,317,57.64,"Niche Gem (Low Rev, High Margin)"
PROD-0407,169,240,156401.25,59460.0,96941.25,7,8,61.98,4.14,4.73,Forest Essentials Skincare Pro,Beauty,Skincare,Forest Essentials,247.75,699.0,Aura Personal Care,257,64.56,111846716.04999998,82.99,318,57.82,"Niche Gem (Low Rev, High Margin)"
PROD-0029,65,114,154825.65,107737.98000000001,47087.67,3,4,30.41,4.62,6.15,Bajaj Bedding & Linen Series 5,Home & Kitchen,Bedding & Linen,Bajaj,945.07,1449.0,Sterling Kitchenware,165,34.78,112001541.69999999,83.11,319,58.0,"Lagging (Low Rev, Low Margin)"
PROD-0324,98,134,154189.05,72242.08,81946.97,12,7,53.15,12.24,7.14,Peter England Women'S Wear Essentials,Fashion,Women'S Wear,Peter England,539.12,1249.0,Royal Garments Supply,500,56.84,112155730.74999999,83.22,320,58.18,"Niche Gem (Low Rev, High Margin)"
PROD-0190,42,56,153572.1,88114.32,65457.78,6,5,42.62,14.29,11.9,Prestige Storage & Org Max,Home & Kitchen,Storage & Org,Prestige,1573.47,2959.0,Sterling Kitchenware,456,46.82,112309302.84999998,83.33,321,58.36,"Niche Gem (Low Rev, High Margin)"
PROD-0034,127,161,152238.6,61221.86,91016.74,5,9,59.79,3.94,7.09,Mamaearth Fragrances Ultra,Beauty,Fragrances,Mamaearth,380.26,1019.0,Divine Botanicals,429,62.68,112461541.44999997,83.45,322,58.55,"Niche Gem (Low Rev, High Margin)"
PROD-0239,75,112,151808.95,85844.64,65964.31,7,3,43.45,9.33,4.0,Bombay Dyeing Storage & Org Max,Home & Kitchen,Storage & Org,Bombay Dyeing,766.47,1459.0,Homecraft Distributors,285,47.47,112613350.39999998,83.56,323,58.73,"Niche Gem (Low Rev, High Margin)"
PROD-0501,82,109,150949.3,97723.95,53225.35,13,2,35.26,15.85,2.44,Biba Footwear Classic,Fashion,Footwear,Biba,896.55,1499.0,Royal Garments Supply,307,40.19,112764299.69999997,83.67,324,58.91,"Niche Gem (Low Rev, High Margin)"
PROD-0460,127,170,150558.85,91487.2,59071.65,15,4,39.23,11.81,3.15,Allen Solly Winter Wear Elite,Fashion,Winter Wear,Allen Solly,538.16,949.0,Royal Garments Supply,474,43.29,112914858.54999997,83.78,325,59.09,"Niche Gem (Low Rev, High Margin)"
PROD-0211,117,155,149512.1,140205.25,9306.85,11,11,6.22,9.4,9.4,Boat Accessories Max,Electronics,Accessories,Boat,904.55,1039.0,Zenith Tech Distribution,63,12.94,113064370.64999996,83.89,326,59.27,"Lagging (Low Rev, Low Margin)"
PROD-0480,94,137,149398.2,90902.23999999999,58495.96,5,4,39.15,5.32,4.26,Cello Storage & Org Pro,Home & Kitchen,Storage & Org,Cello,663.52,1169.0,Urban Living Goods,251,43.24,113213768.84999996,84.01,327,59.45,"Niche Gem (Low Rev, High Margin)"
PROD-0184,73,100,149271.8,96987.0,52284.799999999996,5,5,35.03,6.85,6.85,Cello Bedding & Linen Elite,Home & Kitchen,Bedding & Linen,Cello,969.87,1619.0,Urban Living Goods,567,40.09,113363040.64999996,84.12,328,59.64,"Niche Gem (Low Rev, High Margin)"
PROD-0005,95,140,149253.8,130723.6,18530.2,2,13,12.42,2.11,13.68,Catch Organic Foods Essentials,Grocery,Organic Foods,Catch,933.74,1129.0,Annapurna Fmcg Wholesale,572,17.29,113512294.44999996,84.23,329,59.82,"Lagging (Low Rev, Low Margin)"
PROD-0017,104,144,149079.35,79961.76,69117.59,11,8,46.36,10.58,7.69,Fabindia Kids Wear Essentials,Fashion,Kids Wear,Fabindia,555.29,1099.0,Vibrant Textiles Corp,526,49.47,113661373.79999995,84.34,330,60.0,"Niche Gem (Low Rev, High Margin)"
PROD-0301,94,147,147876.95,102916.17,44960.78,7,5,30.4,7.45,5.32,Philips Cookware Premium,Home & Kitchen,Cookware,Philips,700.11,1079.0,Urban Living Goods,199,35.11,113809250.74999996,84.45,331,60.18,"Lagging (Low Rev, Low Margin)"
PROD-0293,165,232,147003.5,92790.72,54212.78,5,10,36.88,3.03,6.06,Mamaearth Makeup Ultra,Beauty,Makeup,Mamaearth,399.96,679.0,Aura Personal Care,438,41.1,113956254.24999996,84.56,332,60.36,"Niche Gem (Low Rev, High Margin)"
PROD-0515,75,99,145988.7,90792.90000000001,55195.8,4,8,37.81,5.33,10.67,Yonex Sports Apparel Classic,Sports,Sports Apparel,Yonex,917.1,1599.0,Olympus Gear,23,42.65,114102242.94999996,84.66,333,60.55,"Niche Gem (Low Rev, High Margin)"
PROD-0044,157,220,145947.65,85637.2,60310.450000000004,19,11,41.32,12.1,7.01,Fabindia Kids Wear Max,Fashion,Kids Wear,Fabindia,389.26,709.0,Heritage Weaves,305,45.1,114248190.59999996,84.77,334,60.73,"Niche Gem (Low Rev, High Margin)"
PROD-0331,144,206,145841.85,56223.58,89618.27,9,7,61.45,6.25,4.86,Nykaa Fragrances Max,Beauty,Fragrances,Nykaa,272.93,759.0,Pureglow Cosmetics,192,64.04,114394032.44999996,84.88,335,60.91,"Niche Gem (Low Rev, High Margin)"
PROD-0080,128,182,145383.7,93709.98,51673.72,23,10,35.54,17.97,7.81,Allen Solly Footwear Elite,Fashion,Footwear,Allen Solly,514.89,869.0,Vibrant Textiles Corp,230,40.75,114539416.14999996,84.99,336,61.09,"Niche Gem (Low Rev, High Margin)"
PROD-0016,47,77,145150.25,108504.55,36645.7,2,4,25.25,4.26,8.51,Milton Small Appliances Prime,Home & Kitchen,Small Appliances,Milton,1409.15,2009.0,Homecraft Distributors,496,29.86,114684566.39999996,85.1,337,61.27,"Lagging (Low Rev, Low Margin)"
PROD-0430,158,242,144889.25,71692.5,73196.75,17,16,50.52,10.76,10.13,W Winter Wear Classic,Fashion,Winter Wear,W,296.25,649.0,Vibrant Textiles Corp,283,54.35,114829455.64999996,85.2,338,61.45,"Niche Gem (Low Rev, High Margin)"
PROD-0472,134,183,144584.7,123014.43000000001,21570.27,13,5,14.92,9.7,3.73,Apple Smartphones Essentials,Electronics,Smartphones,Apple,672.21,849.0,Apex Electronics Ltd,336,20.82,114974040.34999996,85.31,339,61.64,"Lagging (Low Rev, Low Margin)"
PROD-0347,68,89,144062.1,103206.18,40855.92,1,4,28.36,1.47,5.88,Domyos Cycling Plus,Sports,Cycling,Domyos,1159.62,1759.0,Fitnation Logistics,263,34.08,115118102.44999996,85.42,340,61.82,"Lagging (Low Rev, Low Margin)"
PROD-0108,113,160,143508.9,98473.6,45035.3,13,5,31.38,11.5,4.42,Milton Home Decor Series 5,Home & Kitchen,Home Decor,Milton,615.46,969.0,Urban Living Goods,407,36.49,115261611.34999996,85.52,341,62.0,"Lagging (Low Rev, Low Margin)"
PROD-0015,76,113,143061.45,135905.1,7156.35,1,3,5.0,1.32,3.95,Amul Organic Foods Plus,Grocery,Organic Foods,Amul,1202.7,1349.0,Annapurna Fmcg Wholesale,477,10.85,115404672.79999997,85.63,342,62.18,"Lagging (Low Rev, Low Margin)"
PROD-0198,96,143,142967.5,111432.75,31534.75,5,4,22.06,5.21,4.17,Arihant Academic & Test Prep Elite,Books,Academic & Test Prep,Arihant,779.25,1079.0,Scholar Press Logistics,395,27.78,115547640.29999997,85.74,343,62.36,"Lagging (Low Rev, Low Margin)"
PROD-0142,135,186,142670.9,86713.2,55957.7,11,9,39.22,8.15,6.67,Peter England Women'S Wear Premium,Fashion,Women'S Wear,Peter England,466.2,829.0,Heritage Weaves,464,43.76,115690311.19999997,85.84,344,62.55,"Niche Gem (Low Rev, High Margin)"
PROD-0156,154,205,142310.0,90267.65,52042.350000000006,25,16,36.57,16.23,10.39,Levi'S Footwear Max,Fashion,Footwear,Levi'S,440.33,749.0,Royal Garments Supply,343,41.21,115832621.19999997,85.95,345,62.73,"Niche Gem (Low Rev, High Margin)"
PROD-0465,59,79,141974.4,73832.61,68141.79,6,4,48.0,10.17,6.78,Puma Ethnic Wear Pro,Fashion,Ethnic Wear,Puma,934.59,1929.0,Heritage Weaves,119,51.55,115974595.59999998,86.05,346,62.91,"Niche Gem (Low Rev, High Margin)"
PROD-0258,126,169,141804.0,74599.98,67204.02,14,11,47.39,11.11,8.73,Zudio Women'S Wear Prime,Fashion,Women'S Wear,Zudio,441.42,909.0,Heritage Weaves,588,51.44,116116399.59999998,86.16,347,63.09,"Niche Gem (Low Rev, High Margin)"
PROD-0396,80,116,139902.3,93284.87999999999,46617.42,6,3,33.32,7.5,3.75,Prestige Home Decor Series 5,Home & Kitchen,Home Decor,Prestige,804.18,1299.0,Sterling Kitchenware,346,38.09,116256301.89999998,86.26,348,63.27,"Lagging (Low Rev, Low Margin)"
PROD-0360,44,65,139889.45,54150.200000000004,85739.25,2,4,61.29,4.55,9.09,American Tourister Eyewear Series 5,Accessories,Eyewear,American Tourister,833.08,2369.0,Optima Accessories,230,64.83,116396191.34999998,86.37,349,63.45,"Niche Gem (Low Rev, High Margin)"
PROD-0287,93,135,139678.55,81097.2,58581.35,5,5,41.94,5.38,5.38,Wildcraft Jewelry & Belts Pro,Accessories,Jewelry & Belts,Wildcraft,600.72,1109.0,Vanguard Leather Works,212,45.83,116535869.89999998,86.47,350,63.64,"Niche Gem (Low Rev, High Margin)"
PROD-0498,150,204,138254.85,60965.4,77289.45,7,5,55.9,4.67,3.33,Biotique Fragrances Elite,Beauty,Fragrances,Biotique,298.85,729.0,Pureglow Cosmetics,350,59.01,116674124.74999997,86.57,351,63.82,"Niche Gem (Low Rev, High Margin)"
PROD-0200,88,136,138199.25,59800.56,78398.69,5,6,56.73,5.68,6.82,Skybags Jewelry & Belts Classic,Accessories,Jewelry & Belts,Skybags,439.71,1099.0,Optima Accessories,272,59.99,116812323.99999997,86.68,352,64.0,"Niche Gem (Low Rev, High Margin)"
PROD-0549,45,62,137767.1,120187.62,17579.48,2,6,12.76,4.44,13.33,Dell Audio & Headphones Max,Electronics,Audio & Headphones,Dell,1938.51,2339.0,Metro Gadget Hub,565,17.12,116950091.09999996,86.78,353,64.18,"Lagging (Low Rev, Low Margin)"
PROD-0492,67,90,137006.35,83432.7,53573.65,2,3,39.1,2.99,4.48,Lenskart Jewelry & Belts Series 5,Accessories,Jewelry & Belts,Lenskart,927.03,1609.0,Prism Lifestyle Supply,75,42.38,117087097.44999996,86.88,354,64.36,"Niche Gem (Low Rev, High Margin)"
PROD-0454,137,173,136001.9,61485.93000000001,74515.97,6,7,54.79,4.38,5.11,Biotique Men'S Grooming Prime,Beauty,Men'S Grooming,Biotique,355.41,839.0,Pureglow Cosmetics,473,57.64,117223099.34999996,86.98,355,64.55,"Niche Gem (Low Rev, High Margin)"
PROD-0339,206,292,135750.3,79199.16,56551.14,25,13,41.66,12.14,6.31,W Footwear Ultra,Fashion,Footwear,W,271.23,509.0,Vibrant Textiles Corp,145,46.71,117358849.64999996,87.08,356,64.73,"Niche Gem (Low Rev, High Margin)"
PROD-0446,162,236,135684.8,76197.32,59487.48,19,7,43.84,11.73,4.32,Fabindia Ethnic Wear Series 5,Fashion,Ethnic Wear,Fabindia,322.87,619.0,Heritage Weaves,159,47.84,117494534.44999996,87.18,357,64.91,"Niche Gem (Low Rev, High Margin)"
PROD-0174,145,219,135673.2,90081.27,45591.93,5,5,33.6,3.45,3.45,Forest Essentials Haircare Ultra,Beauty,Haircare,Forest Essentials,411.33,669.0,Divine Botanicals,548,38.52,117630207.64999996,87.28,358,65.09,"Lagging (Low Rev, Low Margin)"
PROD-0473,163,223,135251.6,81457.43999999999,53794.16,25,7,39.77,15.34,4.29,Nike Kids Wear Pro,Fashion,Kids Wear,Nike,365.28,649.0,Vibrant Textiles Corp,176,43.72,117765459.24999996,87.38,359,65.27,"Niche Gem (Low Rev, High Margin)"
PROD-0229,57,78,135222.15,95870.57999999999,39351.57,2,0,29.1,3.51,0.0,Puma Sports Outdoor Gear Series 5,Sports,Outdoor Gear,Puma Sports,1229.11,1869.0,Olympus Gear,53,34.24,117900681.39999996,87.48,360,65.45,"Lagging (Low Rev, Low Margin)"
PROD-0150,77,109,134765.1,81407.74,53357.36,4,3,39.59,5.19,3.9,Nivia Sports Apparel Pro,Sports,Sports Apparel,Nivia,746.86,1349.0,Action Sports Distribution,286,44.64,118035446.49999996,87.58,361,65.64,"Niche Gem (Low Rev, High Margin)"
PROD-0268,152,210,134611.75,78447.6,56164.15,29,8,41.72,19.08,5.26,Puma Winter Wear Prime,Fashion,Winter Wear,Puma,373.56,679.0,Heritage Weaves,41,44.98,118170058.24999996,87.68,362,65.82,"Niche Gem (Low Rev, High Margin)"
PROD-0304,72,96,134527.35,58505.28,76022.07,1,6,56.51,1.39,8.33,Titan Jewelry & Belts Pro,Accessories,Jewelry & Belts,Titan,609.43,1509.0,Prism Lifestyle Supply,247,59.61,118304585.59999995,87.78,363,66.0,"Niche Gem (Low Rev, High Margin)"
PROD-0270,144,215,133465.5,80665.85,52799.65,15,5,39.56,10.42,3.47,Peter England Men'S Wear Classic,Fashion,Men'S Wear,Peter England,375.19,669.0,Vibrant Textiles Corp,589,43.92,118438051.09999995,87.88,364,66.18,"Niche Gem (Low Rev, High Margin)"
PROD-0182,82,119,132669.35,128277.24,4392.110000000001,3,2,3.31,3.66,2.44,Dabur Snacks & Beverages Max,Grocery,Snacks & Beverages,Dabur,1077.96,1199.0,Annapurna Fmcg Wholesale,249,10.1,118570720.44999994,87.98,365,66.36,"Lagging (Low Rev, Low Margin)"
PROD-0400,169,247,131439.0,77175.15,54263.85,22,12,41.28,13.02,7.1,Levi'S Kids Wear Series 5,Fashion,Kids Wear,Levi'S,312.45,569.0,Royal Garments Supply,159,45.09,118702159.44999994,88.08,366,66.55,"Niche Gem (Low Rev, High Margin)"
PROD-0103,86,136,130228.2,84102.4,46125.8,10,8,35.42,11.63,9.3,Bajaj Home Decor Plus,Home & Kitchen,Home Decor,Bajaj,618.4,1019.0,Urban Living Goods,89,39.31,118832387.64999995,88.17,367,66.73,"Niche Gem (Low Rev, High Margin)"
PROD-0092,175,257,130033.75,69945.12000000001,60088.63,26,15,46.21,14.86,8.57,W Kids Wear Elite,Fashion,Kids Wear,W,272.16,539.0,Heritage Weaves,426,49.51,118962421.39999995,88.27,368,66.91,"Niche Gem (Low Rev, High Margin)"
PROD-0161,119,155,129950.45,103312.15,26638.3,5,4,20.5,4.2,3.36,Xiaomi Audio & Headphones Pro,Electronics,Audio & Headphones,Xiaomi,666.53,899.0,Apex Electronics Ltd,216,25.86,119092371.84999995,88.37,369,67.09,"Lagging (Low Rev, Low Margin)"
PROD-0227,63,89,129474.95,82002.81999999999,47472.13,1,4,36.67,1.59,6.35,Milton Storage & Org Pro,Home & Kitchen,Storage & Org,Milton,921.38,1559.0,Urban Living Goods,337,40.9,119221846.79999995,88.46,370,67.27,"Niche Gem (Low Rev, High Margin)"
PROD-0359,110,168,129365.45,80352.72,49012.729999999996,10,8,37.89,9.09,7.27,Milton Home Decor Elite,Home & Kitchen,Home Decor,Milton,478.29,829.0,Sterling Kitchenware,282,42.31,119351212.24999996,88.56,371,67.45,"Niche Gem (Low Rev, High Margin)"
PROD-0202,77,107,129120.6,97077.89,32042.71,13,1,24.82,16.88,1.3,Prestige Storage & Org Series 5,Home & Kitchen,Storage & Org,Prestige,907.27,1299.0,Homecraft Distributors,140,30.16,119480332.84999995,88.65,372,67.64,"Lagging (Low Rev, Low Margin)"
PROD-0001,82,114,128860.65,124770.72,4089.9300000000003,1,3,3.17,1.22,3.66,Fortune Snacks & Beverages Pro,Grocery,Snacks & Beverages,Fortune,1094.48,1229.0,Farmfresh Agro Supplies,421,10.95,119609193.49999996,88.75,373,67.82,"Lagging (Low Rev, Low Margin)"
PROD-0385,183,265,128763.9,86559.59999999999,42204.3,27,11,32.78,14.75,6.01,Levi'S Winter Wear Ultra,Fashion,Winter Wear,Levi'S,326.64,519.0,Heritage Weaves,341,37.06,119737957.39999996,88.85,374,68.0,"Lagging (Low Rev, Low Margin)"
PROD-0066,61,78,127851.9,57547.619999999995,70304.28,7,4,54.99,11.48,6.56,Lenskart Travel Gear Elite,Accessories,Travel Gear,Lenskart,737.79,1749.0,Optima Accessories,429,57.82,119865809.29999997,88.94,375,68.18,"Niche Gem (Low Rev, High Margin)"
PROD-0177,169,259,127753.5,75739.37,52014.13,24,18,40.71,14.2,10.65,W Winter Wear Elite,Fashion,Winter Wear,W,292.43,529.0,Vibrant Textiles Corp,23,44.72,119993562.79999997,89.04,376,68.36,"Niche Gem (Low Rev, High Margin)"
PROD-0512,155,220,127637.8,48006.200000000004,79631.6,8,14,62.39,5.16,9.03,Forest Essentials Men'S Grooming Premium,Beauty,Men'S Grooming,Forest Essentials,218.21,619.0,Aura Personal Care,205,64.75,120121200.59999996,89.13,377,68.55,"Niche Gem (Low Rev, High Margin)"
PROD-0354,87,117,127596.34999999999,54531.36,73064.99,9,8,57.26,10.34,9.2,W Footwear Classic,Fashion,Footwear,W,466.08,1169.0,Heritage Weaves,288,60.13,120248796.94999996,89.23,378,68.73,"Niche Gem (Low Rev, High Margin)"
PROD-0373,84,117,127282.45,95482.53,31799.920000000002,4,13,24.98,4.76,15.48,Harpercollins Children'S Books Premium,Books,Children'S Books,Harpercollins,816.09,1189.0,Global Book Importers,120,31.36,120376079.39999996,89.32,379,68.91,"Lagging (Low Rev, Low Margin)"
PROD-0364,86,121,127055.45,55638.22,71417.23,6,5,56.21,6.98,5.81,Titan Travel Gear Series 5,Accessories,Travel Gear,Titan,459.82,1139.0,Optima Accessories,482,59.63,120503134.84999996,89.41,380,69.09,"Niche Gem (Low Rev, High Margin)"
PROD-0164,72,104,125917.55,79645.28,46272.27,7,1,36.75,9.72,1.39,Spaces Small Appliances Classic,Home & Kitchen,Small Appliances,Spaces,765.82,1279.0,Homecraft Distributors,170,40.12,120629052.39999996,89.51,381,69.27,"Niche Gem (Low Rev, High Margin)"
PROD-0223,88,118,125842.84999999999,83725.72,42117.13,5,4,33.47,5.68,4.55,Decathlon Cycling Elite,Sports,Cycling,Decathlon,709.54,1169.0,Fitnation Logistics,40,39.3,120754895.24999996,89.6,382,69.45,"Lagging (Low Rev, Low Margin)"
PROD-0053,169,246,125611.2,80931.54000000001,44679.659999999996,15,13,35.57,8.88,7.69,Forest Essentials Men'S Grooming Classic,Beauty,Men'S Grooming,Forest Essentials,328.99,549.0,Divine Botanicals,147,40.07,120880506.44999996,89.69,383,69.64,"Niche Gem (Low Rev, High Margin)"
PROD-0250,154,234,125266.65,66095.64,59171.01,16,11,47.24,10.39,7.14,W Footwear Plus,Fashion,Footwear,W,282.46,579.0,Heritage Weaves,599,51.22,121005773.09999996,89.79,384,69.82,"Niche Gem (Low Rev, High Margin)"
PROD-0260,119,189,123827.85,83371.68,40456.17,6,5,32.67,5.04,4.2,Rupa Publications Fiction Premium,Books,Fiction,Rupa Publications,441.12,699.0,Global Book Importers,378,36.89,121129600.94999996,89.88,385,70.0,"Lagging (Low Rev, Low Margin)"
PROD-0314,102,136,123402.15,81009.76,42392.39,5,3,34.35,4.9,2.94,Milton Bedding & Linen Pro,Home & Kitchen,Bedding & Linen,Milton,595.66,969.0,Homecraft Distributors,333,38.53,121253003.09999996,89.97,386,70.18,"Niche Gem (Low Rev, High Margin)"
PROD-0519,165,223,122719.05,54487.82,68231.23,10,12,55.6,6.06,7.27,Forest Essentials Skincare Max,Beauty,Skincare,Forest Essentials,244.34,579.0,Pureglow Cosmetics,367,57.8,121375722.14999996,90.06,387,70.36,"Niche Gem (Low Rev, High Margin)"
PROD-0378,149,230,121936.7,61120.200000000004,60816.5,15,8,49.88,10.07,5.37,Allen Solly Men'S Wear Plus,Fashion,Men'S Wear,Allen Solly,265.74,569.0,Vibrant Textiles Corp,194,53.3,121497658.84999996,90.15,388,70.55,"Niche Gem (Low Rev, High Margin)"
PROD-0303,135,173,121787.4,77185.68000000001,44601.719999999994,8,1,36.62,5.93,0.74,Lakme Fragrances Max,Beauty,Fragrances,Lakme,446.16,749.0,Aura Personal Care,87,40.43,121619446.24999997,90.24,389,70.73,"Niche Gem (Low Rev, High Margin)"
PROD-0267,171,230,120939.65,49316.6,71623.05,15,13,59.22,8.77,7.6,Raymond Kids Wear Series 5,Fashion,Kids Wear,Raymond,214.42,559.0,Royal Garments Supply,269,61.64,121740385.89999998,90.33,390,70.91,"Niche Gem (Low Rev, High Margin)"
PROD-0167,145,199,120519.3,79078.62,41440.68,27,9,34.39,18.62,6.21,Zudio Men'S Wear Max,Fashion,Men'S Wear,Zudio,397.38,649.0,Heritage Weaves,133,38.77,121860905.19999997,90.42,391,71.09,"Niche Gem (Low Rev, High Margin)"
PROD-0027,79,134,119587.3,74437.0,45150.3,2,6,37.76,2.53,7.59,Puma Sports Racket Sports Prime,Sports,Racket Sports,Puma Sports,555.5,959.0,Olympus Gear,427,42.08,121980492.49999997,90.51,392,71.27,"Niche Gem (Low Rev, High Margin)"
PROD-0230,129,174,118240.0,63830.159999999996,54409.840000000004,5,6,46.02,3.88,4.65,L'Oreal Men'S Grooming Premium,Beauty,Men'S Grooming,L'Oreal,366.84,739.0,Divine Botanicals,523,50.36,122098732.49999997,90.6,393,71.45,"Niche Gem (Low Rev, High Margin)"
PROD-0534,122,170,118079.85,63897.9,54181.95,4,9,45.89,3.28,7.38,Nykaa Skincare Essentials,Beauty,Skincare,Nykaa,375.87,749.0,Pureglow Cosmetics,181,49.82,122216812.34999996,90.69,394,71.64,"Niche Gem (Low Rev, High Margin)"
PROD-0484,166,220,117797.55,66829.4,50968.15,8,11,43.27,4.82,6.63,Nykaa Makeup Plus,Beauty,Makeup,Nykaa,303.77,579.0,Pureglow Cosmetics,453,47.54,122334609.89999996,90.77,395,71.82,"Niche Gem (Low Rev, High Margin)"
PROD-0302,117,179,117587.65,78844.13,38743.52,8,10,32.95,6.84,8.55,Oxford University Press Fiction Elite,Books,Fiction,Oxford University Press,440.47,709.0,National Book Depot,267,37.87,122452197.54999997,90.86,396,72.0,"Lagging (Low Rev, Low Margin)"
PROD-0043,177,255,117364.8,59300.25,58064.55,8,6,49.47,4.52,3.39,The Derma Co Men'S Grooming Premium,Beauty,Men'S Grooming,The Derma Co,232.55,499.0,Divine Botanicals,539,53.4,122569562.34999996,90.95,397,72.18,"Niche Gem (Low Rev, High Margin)"
