order_id,customer_id,product_id,order_date,quantity,unit_price,discount_percentage,discount_amount,sales_amount,cost_amount,profit_amount,city,state,region,order_status
ORD-0036069,CUST-05150,PROD-0442,2022-02-17,1,309.0,0.0,0.0,309.0,157.01,151.99,Ahmedabad,Gujarat,West,Returned
ORD-0036070,CUST-04238,PROD-0028,2024-02-09,4,589.0,10.0,235.6,2120.4,1715.2,405.2,Mumbai,Maharashtra,West,Delivered
ORD-0036071,CUST-04459,PROD-0410,2022-10-07,1,43799.0,0.0,0.0,43799.0,32930.76,10868.24,CHENNAI,Tamil Nadu,South,Delivered
ORD-0036072,CUST-01661,PROD-0389,2024-03-11,1,459.0,0.0,0.0,459.0,326.21,132.79,Pune,Maharashtra,West,Delivered
ORD-0036073,CUST-01738,PROD-0487,2023-01-06,1,1009.0,5.0,50.45,958.55,763.17,195.38,Ahmedabad,Gujarat,West,Cancelled
ORD-0036074,CUST-02700,PROD-0321,2023-12-08,1,1449.0,5.0,72.45,1376.55,715.5,661.05,Hyderabad,Telangana,South,Delivered
ORD-0036075,CUST-03320,PROD-0092,2023-04-29,1,539.0,0.0,0.0,539.0,272.16,266.84,Ahmedabad,Gujarat,West,Returned
ORD-0036076,CUST-03816,PROD-0028,2023-03-27,1,589.0,10.0,58.9,530.1,428.8,101.3,Mumbai,Maharashtra,West,Delivered
ORD-0036077,CUST-04281,PROD-0248,2023-10-18,2,649.0,10.0,129.8,1168.2,851.7,316.5,Indore,Madhya Pradesh,Central,Delivered
ORD-0036078,CUST-04549,PROD-0398,2023-08-20,1,119.0,10.0,11.9,107.1,94.31,12.79,Kochi,Kerala,South,Delivered
ORD-0036079,CUST-00125,PROD-0026,2024-06-24,1,1599.0,0.0,0.0,1599.0,1029.94,569.06,Hyderabad,Telangana,South,Delivered
ORD-0036080,CUST-04161,PROD-0142,2023-05-06,2,829.0,0.0,0.0,1658.0,932.4,725.6,Delhi,Delhi,North,Delivered
ORD-0036081,CUST-03209,PROD-0427,2023-09-07,3,7279.0,10.0,2183.7,19653.3,16972.8,2680.5,Kolkata,West Bengal,East,Delivered
ORD-0036082,CUST-02788,PROD-0133,2023-11-16,1,259.0,15.0,38.85,220.15,183.61,36.54,Hyderabad,Telangana,South,Cancelled
ORD-0036083,CUST-03306,PROD-0216,2024-07-27,1,239.0,0.0,0.0,239.0,180.35,58.65,Bhubaneswar   ,Odisha,East,Delivered
ORD-0036084,CUST-04594,PROD-0414,2023-11-20,2,1079.0,10.0,215.8,1942.2,1670.76,271.44,Hyderabad,Telangana,South,Delivered
ORD-0036085,CUST-02851,PROD-0242,2022-03-06,1,369.0,10.0,36.9,332.1,213.19,118.91,Bengaluru,Karnataka,South,Delivered
ORD-0036086,CUST-00844,PROD-0428,2023-10-10,2,5419.0,20.0,2167.6,8670.4,7633.92,1036.48,Chennai,Tamil Nadu,South,Cancelled
ORD-0036087,CUST-02303,PROD-0156,2022-10-21,1,749.0,20.0,149.8,599.2,440.33,158.87,Delhi,Delhi,North,Delivered
ORD-0036088,CUST-04811,PROD-0525,2023-09-11,1,1169.0,10.0,116.9,1052.1,737.45,314.65,Mumbai,Maharashtra,West,Delivered
ORD-0036089,CUST-04247,PROD-0053,2023-09-07,1,549.0,10.0,54.9,494.1,328.99,165.11,Delhi,Delhi,North,Delivered
ORD-0036090,CUST-01071,PROD-0416,2022-10-22,2,379.0,20.0,151.6,606.4,420.78,185.62,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036091,CUST-03746,PROD-0042,2024-02-27,1,309.0,0.0,0.0,309.0,213.61,95.39,Mumbai,Maharashtra,West,Delivered
ORD-0036092,CUST-01343,PROD-0464,2023-11-28,2,3049.0,30.0,1829.4,4268.6,3303.5,965.1,Delhi,Delhi,North,Delivered
ORD-0036093,CUST-01839,PROD-0076,2024-03-28,1,499.0,0.0,0.0,499.0,299.01,199.99,Mumbai,Maharashtra,West,Delivered
ORD-0036094,CUST-02462,PROD-0326,2022-11-01,1,1549.0,15.0,232.35,1316.65,643.67,672.98,Bengaluru,Karnataka,South,Delivered
ORD-0036095,CUST-02328,PROD-0186,2022-06-18,1,4929.0,5.0,246.45,4682.55,3101.72,1580.83,Patna,Bihar,East,Returned
ORD-0036096,CUST-00147,PROD-0337,2024-06-30,1,679.0,0.0,0.0,679.0,584.76,94.24,Mumbai,Maharashtra,West,Delivered
ORD-0036097,CUST-04044,PROD-0028,2022-01-29,3,589.0,10.0,176.7,1590.3,1286.4,303.9,Mumbai,Maharashtra,West,Delivered
ORD-0036098,CUST-04404,PROD-0484,2023-10-03,1,579.0,20.0,115.8,463.2,303.77,159.43,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0036099,CUST-02778,PROD-0395,2023-05-30,2,3519.0,0.0,0.0,7038.0,4370.46,2667.54,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036100,CUST-00902,PROD-0195,2023-07-01,1,309.0,10.0,30.9,278.1,254.25,23.85,Bengaluru,Karnataka,South,Delivered
ORD-0036101,CUST-01305,PROD-0260,2023-05-22,1,699.0,0.0,0.0,699.0,441.12,257.88,Bengaluru,Karnataka,South,Delivered
ORD-0036102,CUST-00654,PROD-0347,2022-10-31,1,1759.0,15.0,263.85,1495.15,1159.62,335.53,Kolkata,West Bengal,East,Delivered
ORD-0036103,CUST-00884,PROD-0341,2022-06-26,1,349.0,10.0,34.9,314.1,248.22,65.88,Pune,Maharashtra,West,Cancelled
ORD-0036104,CUST-04566,PROD-0355,2023-08-02,1,329.0,0.0,0.0,329.0,145.02,183.98,Patna,Bihar,East,Delivered
ORD-0036105,CUST-02517,PROD-0088,2024-10-12,2,3709.0,15.0,1112.7,6305.3,4105.86,2199.44,Ahmedabad,Gujarat,West,Delivered
ORD-0036106,CUST-00578,PROD-0438,2023-11-28,5,3349.0,10.0,1674.5,15070.5,9501.85,5568.65,Indore,Madhya Pradesh,Central,Cancelled
ORD-0036107,CUST-01337,PROD-0255,2023-11-07,1,80.0,10.0,8.0,72.0,70.65,1.35,Surat,Gujarat,West,Delivered
ORD-0036108,CUST-04929,PROD-0441,2024-02-27,1,869.0,5.0,43.45,825.55,517.74,307.81,Pune,Maharashtra,West,Delivered
ORD-0036109,CUST-02658,PROD-0506,2023-07-20,1,539.0,15.0,80.85,458.15,408.74,49.41,Mumbai,Maharashtra,West,Delivered
ORD-0036110,CUST-02700,PROD-0059,2024-09-07,1,1849.0,0.0,0.0,1849.0,1117.07,731.93,Hyderabad,Telangana,South,Delivered
ORD-0036111,CUST-02753,PROD-0201,2023-08-12,1,419.0,0.0,0.0,419.0,269.37,149.63,Pune,Maharashtra,West,Delivered
ORD-0036112,CUST-00581,PROD-0294,2024-06-02,1,669.0,0.0,0.0,669.0,478.12,190.88,Delhi,Delhi,North,Delivered
ORD-0036113,CUST-05041,PROD-0075,2022-11-08,1,259.0,0.0,0.0,259.0,184.31,74.69,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036114,CUST-00438,PROD-0149,2022-05-12,1,7299.0,0.0,0.0,7299.0,4191.64,3107.36,Delhi,Delhi,North,Delivered
ORD-0036115,CUST-03676,PROD-0029,2024-05-02,1,1449.0,0.0,0.0,1449.0,945.07,503.93,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036116,CUST-00294,PROD-0378,2024-08-16,3,569.0,0.0,0.0,1707.0,797.22,909.78,Surat,Gujarat,West,Delivered
ORD-0036117,CUST-02339,PROD-0274,2024-06-23,1,519.0,5.0,25.95,493.05,229.69,263.36,Kolkata,West Bengal,East,Delivered
ORD-0036118,CUST-04680,PROD-0019,2024-10-25,1,619.0,10.0,61.9,557.1,394.77,162.33,Pune,Maharashtra,West,Delivered
ORD-0036119,CUST-04014,PROD-0172,2024-03-13,2,719.0,5.0,71.9,1366.1,845.4,520.7,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0036120,CUST-01769,PROD-0232,2023-09-20,2,269.0,10.0,53.8,484.2,374.66,109.54,Delhi,Delhi,North,Delivered
ORD-0036121,CUST-02886,PROD-0192,2022-12-20,1,2099.0,10.0,209.9,1889.1,1261.04,628.06,Delhi   ,Delhi,North,Delivered
ORD-0036122,CUST-00862,PROD-0010,2024-04-02,1,99.0,0.0,0.0,99.0,81.39,17.61,Pune,Maharashtra,West,Delivered
ORD-0036123,CUST-04964,PROD-0163,2022-03-27,1,219.0,5.0,10.95,208.05,130.96,77.09,Bengaluru,Karnataka,South,Delivered
ORD-0036124,CUST-03721,PROD-0045,2023-09-20,1,8809.0,0.0,0.0,8809.0,5800.35,3008.65,Bengaluru,Karnataka,South,Delivered
ORD-0036125,CUST-01987,PROD-0004,2024-05-17,1,589.0,0.0,0.0,589.0,400.27,188.73,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036126,CUST-01681,PROD-0198,2024-05-06,2,1079.0,10.0,215.8,1942.2,1558.5,383.7,Coimbatore,Tamil Nadu,South,Delivered
ORD-0036127,CUST-01256,PROD-0220,2024-06-12,2,369.0,10.0,73.8,664.2,473.56,190.64,Pune,Maharashtra,West,Delivered
ORD-0036128,CUST-04109,PROD-0500,2022-07-04,1,2969.0,5.0,148.45,2820.55,1815.09,1005.46,Delhi,Delhi,North,Delivered
ORD-0036129,CUST-02289,PROD-0072,2023-05-30,1,1949.0,0.0,0.0,1949.0,933.2,1015.8,Ahmedabad,Gujarat,West,Returned
ORD-0036130,CUST-01744,PROD-0386,2024-07-11,1,299.0,20.0,59.8,239.2,182.01,57.19,Bhubaneswar,Odisha,East,Cancelled
ORD-0036131,CUST-04707,PROD-0152,2022-08-08,1,2479.0,10.0,247.9,2231.1,964.47,1266.63,Pune,Maharashtra,West,Delivered
ORD-0036132,CUST-00775,PROD-0274,2023-10-02,3,519.0,20.0,311.4,1245.6,689.07,556.53,Coimbatore,Tamil Nadu,South,Delivered
ORD-0036133,CUST-01383,PROD-0242,2023-03-11,1,369.0,10.0,36.9,332.1,213.19,118.91,Kolkata,West Bengal,East,Delivered
ORD-0036134,CUST-01824,PROD-0268,2024-07-06,2,679.0,5.0,67.9,1290.1,747.12,542.98,Pune,Maharashtra,West,Delivered
ORD-0036135,CUST-01364,PROD-0421,2024-11-06,1,1569.0,10.0,156.9,1412.1,739.64,672.46,Patna,Bihar,East,Returned
ORD-0036136,CUST-03072,PROD-0011,2023-12-10,1,4719.0,0.0,0.0,4719.0,2940.57,1778.43,Bengaluru,Karnataka,South,Delivered
ORD-0036137,CUST-03157,PROD-0183,2024-01-29,1,70.0,0.0,0.0,70.0,60.77,9.23,Bhopal,Madhya Pradesh,Central,Delivered
ORD-0036138,CUST-00281,PROD-0190,2022-02-24,1,2959.0,5.0,147.95,2811.05,1573.47,1237.58,Bengaluru,Karnataka,South,Returned
ORD-0036139,CUST-00748,PROD-0053,2023-11-03,1,549.0,0.0,0.0,549.0,328.99,220.01,Hyderabad,Telangana,South,Delivered
ORD-0036140,CUST-01044,PROD-0008,2022-07-17,1,3169.0,5.0,158.45,3010.55,1654.76,1355.79,Indore,Madhya Pradesh,Central,Delivered
ORD-0036141,CUST-00356,PROD-0398,2024-05-03,1,119.0,0.0,0.0,119.0,94.31,24.69,Mumbai,Maharashtra,West,Delivered
ORD-0036142,CUST-00644,PROD-0485,2024-02-24,1,150.0,10.0,15.0,135.0,97.85,37.15,Nagpur,Maharashtra,West,Delivered
ORD-0036143,CUST-01263,PROD-0174,2023-01-15,1,669.0,20.0,133.8,535.2,411.33,123.87,Bengaluru,Karnataka,South,Delivered
ORD-0036144,CUST-01827,PROD-0363,2024-03-15,1,759.0,10.0,75.9,683.1,446.36,236.74,Kolkata,West Bengal,East,Delivered
ORD-0036145,CUST-04136,PROD-0548,2024-01-11,2,1699.0,15.0,509.7,2888.3,1933.42,954.88,Ahmedabad,Gujarat,West,Delivered
ORD-0036146,CUST-01142,PROD-0093,2023-03-18,1,409.0,0.0,0.0,409.0,320.41,88.59,Kolkata,West Bengal,East,Delivered
ORD-0036147,CUST-03523,PROD-0159,2022-12-25,1,109.0,0.0,0.0,109.0,94.23,14.77,Chennai,Tamil Nadu,South,Delivered
ORD-0036148,CUST-00294,PROD-0449,2023-10-02,1,259.0,25.0,64.75,194.25,221.54,-27.29,Surat,Gujarat,West,Delivered
ORD-0036149,CUST-03463,PROD-0003,2024-01-13,1,3229.0,0.0,0.0,3229.0,1149.14,2079.86,Bhubaneswar,Odisha,East,Cancelled
ORD-0036150,CUST-04154,PROD-0331,2024-05-17,1,759.0,5.0,37.95,721.05,272.93,448.12,Hyderabad,Telangana,South,Delivered
ORD-0036151,CUST-03176,PROD-0265,2023-02-24,1,1059.0,10.0,105.9,953.1,570.86,382.24,Delhi,Delhi,North,Delivered
ORD-0036152,CUST-01064,PROD-0398,2024-12-03,1,119.0,0.0,0.0,119.0,94.31,24.69,Guwahati,Assam,East,Delivered
ORD-0036153,CUST-01746,PROD-0293,2023-10-08,1,679.0,0.0,0.0,679.0,399.96,279.04,Bengaluru,Karnataka,South,Delivered
ORD-0036154,CUST-04205,PROD-0288,2023-10-14,1,849.0,15.0,127.35,721.65,591.37,130.28,Delhi,Delhi,North,Delivered
ORD-0036155,CUST-02279,PROD-0392,2024-07-28,1,919.0,0.0,0.0,919.0,573.8,345.2,Hyderabad,Telangana,South,Delivered
ORD-0036156,CUST-01339,PROD-0303,2023-10-05,4,749.0,0.0,0.0,2996.0,1784.64,1211.36,Mumbai,Maharashtra,West,Delivered
ORD-0036157,CUST-04852,PROD-0542,2022-02-26,1,559.0,5.0,27.95,531.05,365.62,165.43,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036158,CUST-03359,PROD-0386,2024-06-19,1,299.0,0.0,0.0,299.0,182.01,116.99,Delhi,Delhi,North,Cancelled
ORD-0036159,CUST-04208,PROD-0444,2024-05-05,2,309.0,0.0,0.0,618.0,325.4,292.6,Bengaluru,Karnataka,South,Delivered
ORD-0036160,CUST-00125,PROD-0238,2023-05-26,2,80.0,0.0,0.0,160.0,126.44,33.56,Hyderabad,Telangana,South,Delivered
ORD-0036161,CUST-01794,PROD-0525,2023-08-28,3,1169.0,0.0,0.0,3507.0,2212.35,1294.65,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036162,CUST-02413,PROD-0250,2024-02-29,1,579.0,0.0,0.0,579.0,282.46,296.54,Kolkata,West Bengal,East,Delivered
ORD-0036163,CUST-03080,PROD-0195,2024-10-30,1,309.0,20.0,61.8,247.2,254.25,-7.05,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0036164,CUST-00999,PROD-0513,2024-01-14,1,669.0,0.0,0.0,669.0,558.96,110.04,Pune,Maharashtra,West,Cancelled
ORD-0036165,CUST-02603,PROD-0214,2024-07-13,1,2529.0,15.0,379.35,2149.65,1262.14,887.51,Mumbai,Maharashtra,West,Delivered
ORD-0036166,CUST-03603,PROD-0206,2023-11-20,1,969.0,20.0,193.8,775.2,577.64,197.56,Surat,Gujarat,West,Delivered
ORD-0036167,CUST-01828,PROD-0307,2023-10-05,1,169.0,0.0,0.0,169.0,129.61,39.39,Ahmedabad,Gujarat,West,Delivered
ORD-0036168,CUST-03632,PROD-0469,2023-10-21,1,4549.0,25.0,1137.25,3411.75,2008.38,1403.37,Delhi,Delhi,North,Returned
ORD-0036169,CUST-02064,PROD-0183,2023-05-26,2,70.0,0.0,0.0,140.0,121.54,18.46,Coimbatore,Tamil Nadu,South,Delivered
ORD-0036170,CUST-02465,PROD-0456,2023-08-09,2,399.0,0.0,0.0,798.0,595.18,202.82,Mumbai,Maharashtra,West,Delivered
ORD-0036171,CUST-00700,PROD-0093,2023-11-08,2,409.0,0.0,0.0,818.0,640.82,177.18,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036172,CUST-03429,PROD-0100,2024-03-02,1,1759.0,5.0,87.95,1671.05,855.5,815.55,Hyderabad,Telangana,South,Delivered
ORD-0036173,CUST-01180,PROD-0252,2023-12-09,2,749.0,0.0,0.0,1498.0,1328.04,169.96,Mumbai,Maharashtra,West,Delivered
ORD-0036174,CUST-04321,PROD-0152,2022-03-21,1,2479.0,5.0,123.95,2355.05,964.47,1390.58,Bhubaneswar,Odisha,East,Delivered
ORD-0036175,CUST-02897,PROD-0268,2024-10-03,2,679.0,0.0,0.0,1358.0,747.12,610.88,Delhi,Delhi,North,Delivered
ORD-0036176,CUST-02934,PROD-0009,2023-06-29,1,3669.0,0.0,0.0,3669.0,1694.66,1974.34,Delhi,Delhi,North,Delivered
ORD-0036177,CUST-04749,PROD-0159,2023-09-07,2,109.0,0.0,0.0,218.0,188.46,29.54,AHMEDABAD,Gujarat,West,Delivered
ORD-0036178,CUST-00872,PROD-0519,2022-12-28,1,579.0,0.0,0.0,579.0,244.34,334.66,Patna,Bihar,East,Delivered
ORD-0036179,CUST-02775,PROD-0484,2024-12-02,2,579.0,0.0,0.0,1158.0,607.54,550.46,Mumbai,Maharashtra,West,Delivered
ORD-0036180,CUST-02021,PROD-0018,2023-02-16,1,1499.0,15.0,224.85,1274.15,874.03,400.12,Mumbai,Maharashtra,West,Delivered
ORD-0036181,CUST-05019,PROD-0442,2023-06-01,3,309.0,10.0,92.7,834.3,471.03,363.27,Bengaluru,Karnataka,South,Cancelled
ORD-0036182,CUST-04143,PROD-0248,2024-02-15,1,649.0,10.0,64.9,584.1,425.85,158.25,Chennai,Tamil Nadu,South,Delivered
ORD-0036183,CUST-03962,PROD-0448,2024-04-07,1,3719.0,10.0,371.9,3347.1,2094.37,1252.73,Delhi,Delhi,North,Returned
ORD-0036184,CUST-01077,PROD-0161,2023-08-24,2,899.0,5.0,89.9,1708.1,1333.06,375.04,Pune,Maharashtra,West,Delivered
ORD-0036185,CUST-01251,PROD-0304,2024-11-28,1,1509.0,20.0,301.8,1207.2,609.43,597.77,Bengaluru,Karnataka,South,Cancelled
ORD-0036186,CUST-00147,PROD-0542,2023-06-26,1,559.0,0.0,0.0,559.0,365.62,193.38,Mumbai,Maharashtra,West,Delivered
ORD-0036187,CUST-03363,PROD-0183,2022-11-25,1,70.0,15.0,10.5,59.5,60.77,-1.27,Chennai,Tamil Nadu,South,Delivered
ORD-0036188,CUST-01967,PROD-0485,2023-02-18,3,150.0,0.0,0.0,450.0,293.55,156.45,Mumbai,Maharashtra,West,Cancelled
ORD-0036189,CUST-01654,PROD-0483,2024-07-13,1,1559.0,10.0,155.9,1403.1,965.05,438.05,Nagpur,Maharashtra,West,Delivered
ORD-0036190,CUST-03358,PROD-0087,2023-12-22,1,8629.0,15.0,1294.35,7334.65,6971.97,362.68,Mumbai,Maharashtra,West,Delivered
ORD-0036191,CUST-04320,PROD-0139,2023-07-02,1,719.0,0.0,0.0,719.0,385.66,333.34,Nagpur,Maharashtra,West,Cancelled
ORD-0036192,CUST-00692,PROD-0072,2024-04-22,1,1949.0,0.0,0.0,1949.0,933.2,1015.8,Guwahati,Assam,East,Delivered
ORD-0036193,CUST-04780,PROD-0163,2024-09-17,1,219.0,0.0,0.0,219.0,130.96,88.04,Chennai,Tamil Nadu,South,Delivered
ORD-0036194,CUST-00171,PROD-0290,2024-01-30,1,2259.0,0.0,0.0,2259.0,1393.28,865.72,Ahmedabad,Gujarat,West,Delivered
ORD-0036195,CUST-00489,PROD-0506,2024-11-12,1,539.0,20.0,107.8,431.2,408.74,22.46,Hyderabad,Telangana,South,Delivered
ORD-0036196,CUST-04363,PROD-0225,2022-07-22,1,359.0,15.0,53.85,305.15,212.09,93.06,Pune,Maharashtra,West,Delivered
ORD-0036197,CUST-02579,PROD-0543,2024-06-19,1,21509.0,0.0,0.0,21509.0,18445.43,3063.57,Bhopal,Madhya Pradesh,Central,Delivered
ORD-0036198,CUST-04881,PROD-0227,2024-04-16,1,1559.0,5.0,77.95,1481.05,921.38,559.67,Bengaluru,Karnataka,South,Delivered
ORD-0036199,CUST-02426,PROD-0328,2023-10-18,1,4819.0,10.0,481.9,4337.1,3664.77,672.33,Chandigarh,Punjab,North,Returned
ORD-0036200,CUST-04819,PROD-0529,2022-09-20,1,2179.0,5.0,108.95,2070.05,1778.51,291.54,  Mumbai ,Maharashtra,West,Delivered
ORD-0036201,CUST-01263,PROD-0335,2023-01-29,2,809.0,5.0,80.9,1537.1,918.72,618.38,Bengaluru,Karnataka,South,Delivered
ORD-0036202,CUST-03240,PROD-0220,2023-05-14,3,369.0,0.0,0.0,1107.0,710.34,396.66,Pune,Maharashtra,West,Delivered
ORD-0036203,CUST-05176,PROD-0292,2024-06-24,1,3809.0,0.0,0.0,3809.0,2234.27,1574.73,Jaipur,Rajasthan,North,Delivered
ORD-0036204,CUST-01995,PROD-0301,2023-10-10,1,1079.0,15.0,161.85,917.15,700.11,217.04,Kolkata,West Bengal,East,Delivered
ORD-0036205,CUST-00009,PROD-0060,2024-07-24,3,409.0,0.0,0.0,1227.0,844.41,382.59,Mumbai,Maharashtra,West,Delivered
ORD-0036206,CUST-00326,PROD-0230,2024-11-03,1,739.0,25.0,184.75,554.25,366.84,187.41,Surat,Gujarat,West,Delivered
ORD-0036207,CUST-04470,PROD-0292,2023-05-02,4,3809.0,5.0,761.8,14474.2,8937.08,5537.12,Delhi,Delhi,North,Delivered
ORD-0036208,CUST-02575,PROD-0432,2024-04-19,1,2179.0,10.0,217.9,1961.1,1205.49,755.61,Coimbatore,Tamil Nadu,South,Delivered
ORD-0036209,CUST-02812,PROD-0004,2023-09-29,3,589.0,5.0,88.35,1678.65,1200.81,477.84,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036210,CUST-04176,PROD-0446,2024-06-14,3,619.0,0.0,0.0,1857.0,968.61,888.39,Surat,Gujarat,West,Delivered
ORD-0036211,CUST-04237,PROD-0156,2023-11-17,1,749.0,0.0,0.0,749.0,440.33,308.67,Bhopal,Madhya Pradesh,Central,Returned
ORD-0036212,CUST-02506,PROD-0396,2024-10-27,1,1299.0,25.0,324.75,974.25,804.18,170.07,Chandigarh,Punjab,North,Delivered
ORD-0036213,CUST-04465,PROD-0429,2024-06-21,4,11659.0,0.0,0.0,46636.0,36201.12,10434.88,Bengaluru,Karnataka,South,Delivered
ORD-0036214,CUST-02460,PROD-0472,2024-06-18,1,849.0,0.0,0.0,849.0,672.21,176.79,Delhi,Delhi,North,Delivered
ORD-0036215,CUST-03548,PROD-0521,2023-04-17,2,1959.0,5.0,195.9,3722.1,2751.82,970.28,hyderabad,Telangana,South,Delivered
ORD-0036216,CUST-00167,PROD-0494,2024-01-27,1,2209.0,15.0,331.35,1877.65,1212.72,664.93,Delhi,Delhi,North,Returned
ORD-0036217,CUST-00715,PROD-0352,2024-04-26,2,569.0,5.0,56.9,1081.1,814.36,266.74,Lucknow,Uttar Pradesh,North,Cancelled
ORD-0036218,CUST-04429,PROD-0400,2023-03-22,1,569.0,0.0,0.0,569.0,312.45,256.55,Mumbai,Maharashtra,West,Delivered
ORD-0036219,CUST-01660,PROD-0387,2023-03-12,4,2349.0,0.0,0.0,9396.0,5823.68,3572.32,Bengaluru,Karnataka,South,Returned
ORD-0036220,CUST-01769,PROD-0289,2024-11-27,1,99.0,10.0,9.9,89.1,88.34,0.76,Delhi,Delhi,North,Delivered
ORD-0036221,CUST-03486,PROD-0425,2022-07-17,1,19359.0,0.0,0.0,19359.0,16038.36,3320.64,Kolkata,West Bengal,East,Delivered
ORD-0036222,CUST-03113,PROD-0253,2024-06-12,4,3419.0,15.0,2051.4,11624.6,7348.36,4276.24,Ahmedabad,Gujarat,West,Delivered
ORD-0036223,CUST-00423,PROD-0449,2024-10-25,2,259.0,20.0,103.6,414.4,443.08,-28.68,Mumbai   ,Maharashtra,West,Delivered
ORD-0036224,CUST-04000,PROD-0411,2024-09-22,1,1279.0,5.0,63.95,1215.05,603.37,611.68,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0036225,CUST-03243,PROD-0270,2024-06-03,1,669.0,0.0,0.0,669.0,375.19,293.81,Pune,Maharashtra,West,Cancelled
ORD-0036226,CUST-04450,PROD-0287,2023-05-19,1,1109.0,0.0,0.0,1109.0,600.72,508.28,  Chandigarh ,Punjab,North,Delivered
ORD-0036227,CUST-02807,PROD-0356,2023-11-10,2,3659.0,30.0,2195.4,5122.6,2862.74,2259.86,Delhi,Delhi,North,Delivered
ORD-0036228,CUST-02197,PROD-0185,2024-05-23,1,6889.0,5.0,344.45,6544.55,4628.65,1915.9,Delhi,Delhi,North,Returned
ORD-0036229,CUST-01971,PROD-0307,2023-10-18,1,169.0,10.0,16.9,152.1,129.61,22.49,Jaipur,Rajasthan,North,Delivered
ORD-0036230,CUST-00025,PROD-0494,2024-04-03,1,2209.0,0.0,0.0,2209.0,1212.72,996.28,Chennai,Tamil Nadu,South,Delivered
ORD-0036231,CUST-00198,PROD-0174,2024-06-12,1,669.0,10.0,66.9,602.1,411.33,190.77,Hyderabad,Telangana,South,Delivered
ORD-0036232,CUST-00679,PROD-0381,2023-11-18,2,909.0,10.0,181.8,1636.2,998.9,637.3,Mumbai,Maharashtra,West,Delivered
ORD-0036233,CUST-04837,PROD-0024,2024-01-30,1,709.0,0.0,0.0,709.0,406.89,302.11,Mumbai,Maharashtra,West,Delivered
ORD-0036234,CUST-04587,PROD-0072,2024-10-05,1,1949.0,15.0,292.35,1656.65,933.2,723.45,Kolkata,West Bengal,East,Delivered
ORD-0036235,CUST-02600,PROD-0485,2023-06-20,3,150.0,10.0,45.0,405.0,293.55,111.45,Pune,Maharashtra,West,Delivered
ORD-0036236,CUST-00947,PROD-0496,2023-11-22,1,299.0,30.0,89.7,209.3,178.47,30.83,Ahmedabad,Gujarat,West,Cancelled
ORD-0036237,CUST-00755,PROD-0314,2023-11-14,1,969.0,25.0,242.25,726.75,595.66,131.09,Kochi,Kerala,South,Delivered
ORD-0036238,CUST-01343,PROD-0333,2023-11-17,1,1039.0,15.0,155.85,883.15,533.58,349.57,Delhi,Delhi,North,Delivered
ORD-0036239,CUST-04725,PROD-0232,2024-12-12,1,269.0,0.0,0.0,269.0,187.33,81.67,Bengaluru,Karnataka,South,Delivered
ORD-0036240,CUST-02731,PROD-0333,2023-03-13,1,1039.0,0.0,0.0,1039.0,533.58,505.42,Hyderabad,Telangana,South,Delivered
ORD-0036241,CUST-04199,PROD-0482,2023-11-19,1,549.0,15.0,82.35,466.65,306.71,159.94,Bhubaneswar,Odisha,East,Delivered
ORD-0036242,CUST-02649,PROD-0088,2023-10-19,1,3709.0,20.0,741.8,2967.2,2052.93,914.27,Pune,Maharashtra,West,Delivered
ORD-0036243,CUST-03201,PROD-0276,2024-08-27,2,269.0,5.0,26.9,511.1,403.7,107.4,Chennai,Tamil Nadu,South,Delivered
ORD-0036244,CUST-03204,PROD-0482,2023-09-10,1,549.0,0.0,0.0,549.0,306.71,242.29,Lucknow,Uttar Pradesh,North,Delivered
ORD-0036245,CUST-00156,PROD-0041,2024-05-11,1,7429.0,20.0,1485.8,5943.2,4238.03,1705.17,Chennai,Tamil Nadu,South,Delivered
ORD-0036246,CUST-02348,PROD-0115,2024-09-26,1,2249.0,5.0,112.45,2136.55,1485.79,650.76,Lucknow,Uttar Pradesh,North,Returned
ORD-0036247,CUST-04497,PROD-0286,2023-04-17,1,589.0,5.0,29.45,559.55,316.07,243.48,Ahmedabad,Gujarat,West,Delivered
ORD-0036248,CUST-02558,PROD-0341,2024-11-10,2,349.0,20.0,139.6,558.4,496.44,61.96,Mumbai,Maharashtra,West,Delivered
ORD-0036249,CUST-02293,PROD-0389,2024-01-28,2,459.0,5.0,45.9,872.1,652.42,219.68,bengaluru,Karnataka,South,Delivered
ORD-0036250,CUST-02759,PROD-0106,2024-12-16,1,3229.0,0.0,0.0,3229.0,1761.65,1467.35,Kochi,Kerala,South,Delivered
